testDate,expression,movement,quality,benchmarkPct
7/9/2024,dynamic,upper body,push,0.496
17/09/2024,isometric,sprint,max velocity,0.6975
28/09/2024,isometric,upper body,push,0.936
7/10/2024,dynamic,jump,take off,0.6955
7/10/2024,dynamic,sprint,acceleration,0.494
30/10/2024,dynamic,upper body,push,0.486
16/11/2024,dynamic,jump,take off,0.69
17/11/2024,isometric,agility,acceleration,0.7515
27/11/2024,isometric,agility,acceleration,0.79
1/12/2024,isometric,agility,deceleration,0.87
2/12/2024,isometric,upper body,grapple,0.6805
3/12/2024,isometric,agility,deceleration,0.8655
3/12/2024,isometric,agility,rotate,0.6805
5/12/2024,isometric,agility,rotate,0.6805
12/12/2024,isometric,sprint,max velocity,0.685
15/12/2024,dynamic,upper body,pull,0.876
12/1/2025,isometric,agility,deceleration,0.92
13/01/2025,isometric,agility,acceleration,0.79
17/01/2025,dynamic,jump,take off,0.67
24/01/2025,isometric,upper body,pull,0.46
25/01/2025,isometric,agility,rotate,0.6675
16/02/2025,dynamic,jump,pre-load,0.5225
18/02/2025,isometric,jump,land,0.3955
18/02/2025,isometric,agility,rotate,0.6385
20/02/2025,isometric,agility,deceleration,0.96
3/3/2025,isometric,sprint,max velocity,0.77
5/3/2025,dynamic,sprint,acceleration,0.495
8/3/2025,dynamic,jump,land,0.735
10/3/2025,dynamic,upper body,pull,0.88
10/3/2025,isometric,sprint,acceleration,0.787
13/07/2023,isometric,jump,land,
14/07/2023,dynamic,jump,pre-load,0.662
18/07/2023,isometric,agility,acceleration,
22/07/2023,dynamic,agility,deceleration,0.8525
22/07/2023,isometric,agility,rotate,
24/07/2023,dynamic,jump,take off,0.7365
2/8/2023,dynamic,upper body,push,0.395
7/8/2023,dynamic,jump,pre-load,0.589
26/08/2023,dynamic,jump,pre-load,0.58
30/08/2023,isometric,agility,acceleration,0.52
6/9/2023,dynamic,agility,acceleration,0.3635
9/9/2023,dynamic,jump,pre-load,0.51
9/9/2023,isometric,sprint,max velocity,
10/9/2023,isometric,agility,deceleration,1.0395
17/09/2023,dynamic,jump,take off,0.7085
24/09/2023,isometric,jump,take off,
7/10/2023,isometric,sprint,acceleration,0.52
26/10/2023,isometric,jump,land,
2/11/2023,dynamic,jump,land,0.69
3/11/2023,dynamic,sprint,max velocity,0.6475
6/11/2023,dynamic,agility,deceleration,0.871
10/11/2023,dynamic,jump,take off,0.651
18/11/2023,isometric,agility,deceleration,1.038
20/11/2023,dynamic,jump,land,0.69
2/12/2023,isometric,jump,land,
4/12/2023,dynamic,jump,take off,0.631
7/12/2023,isometric,upper body,pull,
8/12/2023,isometric,upper body,pull,
15/12/2023,isometric,sprint,max velocity,
17/12/2023,isometric,agility,deceleration,1.04
19/12/2023,isometric,upper body,grapple,
28/12/2023,isometric,jump,pre-load,0.52
30/12/2023,isometric,upper body,pull,
3/1/2024,isometric,jump,take off,
17/01/2024,isometric,sprint,acceleration,0.52
20/01/2024,dynamic,sprint,max velocity,0.598
29/01/2024,isometric,jump,land,
16/02/2024,isometric,agility,deceleration,1.148
21/02/2024,dynamic,jump,pre-load,0.476
24/02/2024,dynamic,sprint,acceleration,0.4445
5/3/2024,dynamic,agility,deceleration,0.89
6/3/2024,dynamic,jump,take off,0.64
7/3/2024,dynamic,jump,land,0.668
11/3/2024,isometric,jump,land,
19/03/2024,isometric,jump,land,
19/03/2024,isometric,agility,deceleration,1.138
28/03/2024,dynamic,sprint,max velocity,0.637
9/4/2024,dynamic,jump,pre-load,0.521
18/04/2024,isometric,sprint,acceleration,0.52
19/04/2024,dynamic,sprint,acceleration,0.43
20/04/2024,dynamic,jump,pre-load,0.53
21/04/2024,dynamic,jump,take off,0.64
23/04/2024,isometric,jump,pre-load,0.52
7/5/2024,isometric,jump,land,
7/5/2024,dynamic,jump,pre-load,0.4785
15/05/2024,dynamic,upper body,pull,0.876
20/05/2024,isometric,jump,land,
1/6/2024,isometric,jump,land,
6/6/2024,dynamic,agility,deceleration,0.876
11/6/2024,isometric,sprint,max velocity,0.1995
26/06/2024,dynamic,jump,take off,0.639
27/06/2024,isometric,jump,land,
2/7/2024,dynamic,sprint,acceleration,0.43
21/07/2024,isometric,sprint,max velocity,0.768
27/07/2024,isometric,jump,pre-load,0.685
31/07/2024,dynamic,upper body,push,0.428
1/8/2024,isometric,jump,take off,0.372
1/8/2024,dynamic,upper body,pull,0.852
11/8/2024,isometric,upper body,push,0.96
1/9/2024,dynamic,jump,land,0.641
6/9/2024,isometric,jump,pre-load,0.7275
10/9/2024,dynamic,sprint,acceleration,0.4955
11/9/2024,isometric,upper body,push,0.936
12/9/2024,dynamic,agility,acceleration,0.4955
13/09/2024,dynamic,jump,take off,0.7185
18/09/2024,dynamic,agility,acceleration,0.494
22/09/2024,dynamic,agility,acceleration,0.494
22/09/2024,dynamic,sprint,max velocity,0.6765
25/09/2024,dynamic,upper body,push,0.494
28/09/2024,dynamic,agility,deceleration,0.896
30/09/2024,isometric,agility,deceleration,0.86
5/10/2024,isometric,sprint,acceleration,0.6925
6/10/2024,dynamic,sprint,acceleration,0.494
10/10/2024,dynamic,jump,land,0.65
11/10/2024,dynamic,jump,take off,0.7165
11/10/2024,isometric,upper body,pull,
13/10/2024,isometric,sprint,max velocity,0.6975
23/10/2024,isometric,upper body,pull,
23/10/2024,isometric,upper body,push,0.936
23/10/2024,isometric,agility,rotate,0.6695
3/11/2024,isometric,agility,rotate,0.6795
13/11/2024,isometric,sprint,max velocity,0.6325
18/11/2024,isometric,jump,take off,0.39
29/11/2024,isometric,upper body,push,0.876
30/11/2024,dynamic,upper body,pull,0.856
30/11/2024,isometric,agility,rotate,0.6795
7/12/2024,dynamic,agility,deceleration,0.876
9/12/2024,dynamic,sprint,acceleration,0.498
14/12/2024,isometric,upper body,grapple,0.68
15/12/2024,isometric,agility,rotate,0.68
25/01/2025,dynamic,agility,acceleration,0.5
8/2/2025,dynamic,upper body,pull,0.87
18/02/2025,dynamic,jump,take off,0.68
18/02/2025,dynamic,upper body,pull,0.87
20/02/2025,isometric,agility,rotate,0.6385
21/02/2025,isometric,jump,land,0.3955
1/3/2025,dynamic,agility,deceleration,0.87
2/3/2025,dynamic,jump,pre-load,0.5605
11/3/2025,dynamic,jump,take off,0.68
11/7/2023,isometric,upper body,pull,
19/07/2023,dynamic,agility,deceleration,0.8525
8/8/2023,dynamic,jump,take off,0.7365
11/8/2023,isometric,agility,deceleration,0.9525
14/08/2023,dynamic,agility,acceleration,0.358
15/08/2023,dynamic,jump,pre-load,0.522
15/08/2023,dynamic,upper body,pull,0.8695
16/08/2023,dynamic,upper body,pull,0.8695
25/08/2023,isometric,jump,land,
27/08/2023,isometric,agility,rotate,
9/9/2023,dynamic,agility,acceleration,0.388
10/9/2023,isometric,upper body,pull,
15/09/2023,isometric,upper body,push,
15/09/2023,isometric,agility,acceleration,0.52
22/09/2023,dynamic,agility,deceleration,0.871
4/10/2023,dynamic,agility,acceleration,0.4305
11/10/2023,dynamic,upper body,push,0.4305
19/10/2023,isometric,jump,land,
19/10/2023,isometric,agility,acceleration,0.52
25/10/2023,dynamic,jump,pre-load,0.4985
25/10/2023,dynamic,sprint,acceleration,0.4305
27/10/2023,dynamic,jump,land,0.6615
30/10/2023,isometric,upper body,grapple,
3/11/2023,dynamic,upper body,pull,0.871
5/11/2023,isometric,agility,acceleration,0.52
17/11/2023,isometric,upper body,push,0.67
28/11/2023,isometric,agility,acceleration,0.52
8/12/2023,dynamic,sprint,acceleration,0.43
27/12/2023,dynamic,agility,acceleration,0.426
31/12/2023,isometric,agility,rotate,
9/1/2024,dynamic,jump,pre-load,0.504
10/1/2024,dynamic,jump,pre-load,0.484
14/01/2024,isometric,agility,acceleration,0.52
25/01/2024,dynamic,jump,land,0.668
2/2/2024,isometric,jump,take off,
8/2/2024,isometric,upper body,grapple,
11/2/2024,dynamic,jump,pre-load,0.507
17/02/2024,dynamic,jump,land,0.668
20/02/2024,dynamic,sprint,max velocity,0.637
21/02/2024,isometric,sprint,acceleration,0.52
23/02/2024,dynamic,sprint,acceleration,0.4445
26/02/2024,dynamic,sprint,acceleration,0.4445
7/3/2024,dynamic,sprint,acceleration,0.4445
16/03/2024,dynamic,upper body,pull,0.89
24/03/2024,isometric,agility,rotate,
26/03/2024,isometric,sprint,max velocity,
28/03/2024,isometric,upper body,pull,
2/4/2024,dynamic,upper body,pull,0.89
14/04/2024,isometric,upper body,pull,
27/04/2024,dynamic,agility,deceleration,0.89
3/5/2024,isometric,upper body,pull,
13/05/2024,isometric,jump,pre-load,0.52
17/05/2024,dynamic,agility,acceleration,0.43
19/05/2024,isometric,jump,land,
20/05/2024,dynamic,sprint,acceleration,0.43
26/05/2024,isometric,jump,pre-load,0.49
7/6/2024,isometric,agility,rotate,
24/06/2024,isometric,upper body,pull,
29/06/2024,dynamic,agility,acceleration,0.436
2/7/2024,dynamic,agility,deceleration,0.89
7/7/2024,isometric,upper body,grapple,
18/07/2024,dynamic,jump,land,0.678
30/07/2024,dynamic,upper body,pull,0.852
31/07/2024,dynamic,upper body,pull,0.852
21/08/2024,dynamic,agility,deceleration,0.855
26/08/2024,isometric,sprint,max velocity,0.756
4/9/2024,dynamic,jump,land,0.6495
4/9/2024,isometric,agility,acceleration,0.729
8/9/2024,dynamic,upper body,push,0.496
8/9/2024,isometric,agility,acceleration,0.7275
17/09/2024,isometric,agility,acceleration,0.72
18/09/2024,isometric,sprint,max velocity,0.6975
20/09/2024,dynamic,upper body,pull,0.9
11/10/2024,dynamic,upper body,pull,0.868
21/10/2024,dynamic,jump,take off,0.7165
26/10/2024,isometric,agility,deceleration,0.8515
2/11/2024,dynamic,sprint,acceleration,0.486
9/11/2024,dynamic,sprint,max velocity,0.64
14/11/2024,dynamic,jump,land,0.666
21/11/2024,dynamic,jump,take off,0.69
24/11/2024,isometric,upper body,push,0.936
24/11/2024,isometric,sprint,max velocity,0.6325
29/11/2024,isometric,agility,deceleration,0.86
12/12/2024,isometric,agility,rotate,0.68
29/12/2024,dynamic,jump,land,0.728
1/1/2025,dynamic,upper body,push,0.498
2/1/2025,dynamic,sprint,max velocity,0.67
6/1/2025,dynamic,jump,pre-load,0.494
10/1/2025,dynamic,sprint,max velocity,0.67
11/1/2025,isometric,sprint,max velocity,0.749
12/1/2025,dynamic,upper body,push,0.5
17/01/2025,isometric,sprint,max velocity,0.749
26/01/2025,isometric,agility,acceleration,0.7475
5/2/2025,isometric,sprint,max velocity,0.728
6/2/2025,dynamic,upper body,pull,0.87
8/2/2025,isometric,agility,rotate,0.6415
12/2/2025,isometric,jump,pre-load,0.79
16/02/2025,isometric,sprint,acceleration,0.79
20/02/2025,dynamic,sprint,max velocity,0.651
27/02/2025,isometric,sprint,max velocity,0.707
28/02/2025,isometric,sprint,max velocity,0.77
3/7/2023,dynamic,jump,land,0.729
4/7/2023,isometric,jump,pre-load,
27/07/2023,isometric,agility,acceleration,
28/07/2023,dynamic,upper body,pull,0.8525
2/8/2023,dynamic,upper body,pull,0.8525
9/8/2023,dynamic,jump,take off,0.7335
11/8/2023,dynamic,jump,take off,0.7335
18/08/2023,dynamic,agility,acceleration,0.338
19/08/2023,dynamic,upper body,push,0.3495
23/08/2023,dynamic,upper body,push,0.412
28/08/2023,isometric,sprint,max velocity,
30/08/2023,isometric,sprint,max velocity,
11/9/2023,isometric,upper body,pull,
12/9/2023,isometric,agility,rotate,
15/09/2023,dynamic,upper body,push,0.388
15/09/2023,dynamic,agility,acceleration,0.388
17/09/2023,isometric,agility,acceleration,0.52
18/09/2023,isometric,upper body,grapple,
23/09/2023,dynamic,jump,pre-load,0.49
23/09/2023,dynamic,agility,acceleration,0.4305
26/09/2023,dynamic,upper body,pull,0.871
1/10/2023,isometric,jump,land,
4/10/2023,isometric,jump,land,
23/10/2023,dynamic,jump,pre-load,0.4985
23/10/2023,dynamic,jump,take off,0.6955
25/10/2023,dynamic,agility,acceleration,0.4305
31/10/2023,isometric,jump,take off,
15/11/2023,dynamic,sprint,acceleration,0.43
17/11/2023,dynamic,agility,deceleration,0.871
18/11/2023,dynamic,sprint,acceleration,0.43
24/11/2023,isometric,jump,pre-load,0.52
27/11/2023,dynamic,agility,deceleration,0.871
3/12/2023,dynamic,sprint,max velocity,0.6475
19/12/2023,dynamic,agility,acceleration,0.43
20/12/2023,isometric,upper body,push,0.664
28/12/2023,dynamic,agility,deceleration,0.87
7/1/2024,dynamic,upper body,push,0.426
11/1/2024,isometric,jump,take off,
11/1/2024,isometric,agility,acceleration,0.52
13/01/2024,dynamic,jump,pre-load,0.498
24/01/2024,dynamic,upper body,push,0.4345
28/01/2024,dynamic,upper body,pull,0.879
29/01/2024,isometric,sprint,max velocity,
7/2/2024,isometric,jump,land,
9/2/2024,dynamic,jump,pre-load,0.507
17/02/2024,dynamic,agility,deceleration,0.89
19/02/2024,dynamic,jump,take off,0.64
27/02/2024,dynamic,upper body,pull,0.89
5/3/2024,dynamic,jump,land,0.668
7/3/2024,isometric,sprint,max velocity,
9/3/2024,dynamic,jump,take off,0.64
26/03/2024,dynamic,agility,acceleration,0.4445
3/4/2024,isometric,jump,take off,
6/4/2024,dynamic,upper body,pull,0.89
12/4/2024,isometric,agility,deceleration,1.1365
27/04/2024,isometric,upper body,pull,
5/5/2024,isometric,upper body,push,0.704
6/5/2024,dynamic,jump,pre-load,0.521
8/5/2024,isometric,sprint,acceleration,0.52
15/05/2024,isometric,jump,take off,
9/6/2024,isometric,sprint,max velocity,0.1995
14/06/2024,dynamic,jump,pre-load,0.4655
16/06/2024,dynamic,jump,land,0.723
24/06/2024,isometric,upper body,push,0.704
2/7/2024,dynamic,sprint,max velocity,0.625
8/7/2024,isometric,upper body,pull,
24/07/2024,dynamic,agility,deceleration,0.855
25/07/2024,isometric,jump,land,0.381
28/07/2024,dynamic,agility,deceleration,0.855
24/08/2024,isometric,agility,deceleration,0.953
27/08/2024,isometric,jump,take off,0.363
30/08/2024,isometric,agility,deceleration,0.95
10/9/2024,dynamic,upper body,push,0.4955
11/9/2024,isometric,agility,deceleration,0.932
14/09/2024,dynamic,sprint,max velocity,0.678
25/09/2024,isometric,sprint,acceleration,0.72
15/10/2024,isometric,agility,acceleration,0.72
18/10/2024,dynamic,jump,take off,0.7165
19/10/2024,dynamic,sprint,acceleration,0.486
22/10/2024,isometric,upper body,pull,
28/10/2024,isometric,jump,pre-load,0.6935
31/10/2024,isometric,sprint,max velocity,0.68
9/11/2024,isometric,upper body,pull,
17/11/2024,isometric,jump,pre-load,0.7515
18/11/2024,dynamic,jump,take off,0.69
3/12/2024,dynamic,upper body,push,0.498
10/12/2024,dynamic,sprint,acceleration,0.498
15/12/2024,isometric,sprint,max velocity,0.685
24/12/2024,dynamic,sprint,acceleration,0.498
2/1/2025,isometric,jump,pre-load,0.79
9/1/2025,isometric,upper body,pull,0.46
10/1/2025,dynamic,jump,take off,0.675
10/1/2025,isometric,sprint,acceleration,0.79
11/1/2025,dynamic,agility,acceleration,0.5
14/01/2025,dynamic,upper body,pull,0.853
18/01/2025,isometric,jump,pre-load,0.7475
20/01/2025,dynamic,upper body,pull,0.853
23/01/2025,dynamic,upper body,pull,0.853
23/01/2025,dynamic,upper body,push,0.5
23/01/2025,isometric,sprint,acceleration,0.7475
25/01/2025,isometric,sprint,max velocity,0.749
5/2/2025,isometric,agility,deceleration,0.9595
8/2/2025,isometric,jump,take off,0.39
12/2/2025,isometric,jump,take off,0.397
16/02/2025,isometric,upper body,grapple,0.6415
3/7/2023,isometric,jump,take off,
8/7/2023,isometric,agility,rotate,
16/07/2023,dynamic,sprint,acceleration,0.33
17/07/2023,isometric,upper body,pull,
18/07/2023,dynamic,sprint,acceleration,0.33
22/07/2023,dynamic,jump,pre-load,0.589
25/07/2023,isometric,agility,rotate,
26/07/2023,dynamic,sprint,acceleration,0.345
1/8/2023,isometric,agility,rotate,
28/08/2023,dynamic,jump,take off,0.69
29/08/2023,dynamic,jump,land,0.69
30/08/2023,dynamic,sprint,max velocity,0.5845
15/09/2023,isometric,upper body,grapple,
27/09/2023,dynamic,sprint,max velocity,0.5845
29/09/2023,dynamic,sprint,acceleration,0.4305
30/09/2023,isometric,upper body,pull,
1/10/2023,isometric,sprint,max velocity,
2/10/2023,dynamic,upper body,push,0.4305
13/10/2023,dynamic,sprint,acceleration,0.4305
17/10/2023,isometric,agility,deceleration,1.038
4/11/2023,isometric,jump,pre-load,0.52
5/11/2023,dynamic,agility,deceleration,0.871
8/11/2023,isometric,upper body,grapple,
9/11/2023,dynamic,agility,acceleration,0.431
13/11/2023,isometric,agility,acceleration,0.52
16/11/2023,dynamic,sprint,max velocity,0.6475
25/11/2023,isometric,agility,rotate,
26/11/2023,isometric,upper body,push,0.67
4/12/2023,dynamic,upper body,push,0.43
5/12/2023,dynamic,agility,deceleration,0.87
7/12/2023,dynamic,upper body,pull,0.87
12/12/2023,isometric,jump,pre-load,0.52
18/12/2023,isometric,agility,rotate,
19/12/2023,isometric,sprint,acceleration,0.52
22/12/2023,isometric,upper body,pull,
23/12/2023,dynamic,agility,deceleration,0.87
23/12/2023,isometric,sprint,max velocity,
20/01/2024,isometric,sprint,max velocity,
10/2/2024,isometric,sprint,acceleration,0.52
12/2/2024,dynamic,sprint,max velocity,0.637
15/02/2024,dynamic,sprint,acceleration,0.4345
11/3/2024,isometric,agility,acceleration,0.52
19/03/2024,isometric,upper body,grapple,
21/03/2024,dynamic,jump,take off,0.6525
28/03/2024,dynamic,jump,pre-load,0.524
29/03/2024,isometric,agility,rotate,
29/03/2024,dynamic,sprint,acceleration,0.44
30/03/2024,isometric,agility,acceleration,0.52
2/4/2024,isometric,jump,pre-load,0.52
3/4/2024,isometric,upper body,push,0.704
4/4/2024,dynamic,agility,deceleration,0.89
8/4/2024,dynamic,upper body,pull,0.89
20/04/2024,isometric,jump,land,
4/5/2024,isometric,agility,rotate,
10/5/2024,isometric,sprint,max velocity,0.1995
12/5/2024,dynamic,upper body,push,0.43
15/05/2024,isometric,agility,rotate,
18/05/2024,isometric,upper body,pull,
24/05/2024,isometric,jump,land,
28/05/2024,isometric,upper body,push,0.704
31/05/2024,dynamic,sprint,max velocity,0.625
5/6/2024,isometric,jump,pre-load,0.49
5/6/2024,isometric,agility,rotate,
20/06/2024,dynamic,agility,acceleration,0.43
26/06/2024,dynamic,upper body,push,0.436
4/7/2024,isometric,upper body,grapple,
7/7/2024,dynamic,jump,land,0.652
7/7/2024,dynamic,sprint,acceleration,0.43
16/07/2024,dynamic,agility,deceleration,0.894
22/07/2024,isometric,jump,land,0.3975
26/07/2024,isometric,jump,land,0.381
2/8/2024,isometric,jump,take off,0.372
6/8/2024,isometric,agility,rotate,0.384
13/08/2024,dynamic,sprint,max velocity,0.6795
30/08/2024,dynamic,upper body,pull,0.9
8/9/2024,dynamic,jump,take off,0.72
13/09/2024,dynamic,sprint,acceleration,0.4955
14/09/2024,isometric,upper body,push,0.936
28/09/2024,isometric,jump,land,0.426
14/10/2024,dynamic,jump,land,0.65
19/10/2024,dynamic,agility,deceleration,0.88
1/11/2024,isometric,upper body,grapple,0.6695
1/11/2024,dynamic,upper body,push,0.486
2/11/2024,dynamic,jump,land,0.666
6/11/2024,dynamic,sprint,max velocity,0.64
10/11/2024,isometric,sprint,max velocity,0.6325
13/11/2024,isometric,upper body,pull,
19/11/2024,isometric,upper body,grapple,0.6895
30/11/2024,isometric,upper body,pull,
1/12/2024,dynamic,agility,acceleration,0.498
6/12/2024,isometric,sprint,acceleration,0.796
9/12/2024,isometric,sprint,max velocity,0.685
10/12/2024,isometric,upper body,push,0.876
14/12/2024,isometric,sprint,max velocity,0.685
16/12/2024,dynamic,upper body,pull,0.876
30/12/2024,isometric,sprint,max velocity,0.67
2/1/2025,isometric,agility,rotate,0.6705
4/1/2025,dynamic,upper body,pull,0.856
6/1/2025,dynamic,upper body,pull,0.853
7/1/2025,dynamic,upper body,push,0.5
20/01/2025,isometric,agility,rotate,0.6675
27/01/2025,dynamic,jump,pre-load,0.53
27/01/2025,isometric,jump,take off,0.4495
29/01/2025,isometric,agility,rotate,0.6675
10/2/2025,isometric,sprint,acceleration,0.79
17/02/2025,dynamic,agility,acceleration,0.495
7/3/2025,isometric,agility,acceleration,0.787
8/3/2025,isometric,upper body,grapple,0.627
8/3/2025,isometric,agility,acceleration,0.787
2/7/2023,isometric,sprint,max velocity,
7/7/2023,dynamic,upper body,push,0.32
20/07/2023,isometric,agility,acceleration,
21/07/2023,isometric,sprint,acceleration,
21/07/2023,dynamic,sprint,max velocity,0.67
25/07/2023,isometric,upper body,pull,
25/07/2023,dynamic,sprint,acceleration,0.345
31/07/2023,dynamic,jump,take off,0.7365
11/8/2023,dynamic,upper body,push,0.358
19/08/2023,isometric,jump,land,
21/08/2023,dynamic,sprint,max velocity,0.67
27/08/2023,isometric,upper body,pull,
13/09/2023,dynamic,jump,land,0.69
3/10/2023,dynamic,jump,take off,0.711
